Jurisdiction of Occurrence,MMWR Year,MMWR Week,Week Ending Date,All Cause,Natural Cause,Septicemia (A40-A41),Malignant neoplasms (C00-C97),Diabetes mellitus (E10-E14),Alzheimer disease (G30),Influenza and pneumonia (J09-J18),Chronic lower respiratory diseases (J40-J47),"Other diseases of respiratory system (J00-J06,J30-J39,J67,J70-J98)","Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)","Diseases of heart (I00-I09,I11,I13,I20-I51)",Cerebrovascular diseases (I60-I69),"COVID-19 (U071, Multiple Cause of Death)","COVID-19 (U071, Underlying Cause of Death)",flag_allcause,flag_natcause,flag_sept,flag_neopl,flag_diab,flag_alz,flag_inflpn,flag_clrd,flag_otherresp,flag_nephr,flag_otherunk,flag_hd,flag_stroke,flag_cov19mcod,flag_cov19ucod
Indiana,2020,3,2020-01-18,1389,1277,28,285,49,51,22,95,20,36,,316,64,0,0,,,,,,,,,,,Suppressed (counts 1-9),,,,
Indiana,2020,4,2020-01-25,1422,1305,27,269,55,56,27,110,17,34,,315,64,0,0,,,,,,,,,,,Suppressed (counts 1-9),,,,
Indiana,2020,5,2020-02-01,1379,1281,25,296,51,48,21,83,29,39,,294,73,0,0,,,,,,,,,,,Suppressed (counts 1-9),,,,
Indiana,2020,6,2020-02-08,1362,1256,28,267,48,61,29,100,21,22,,296,80,0,0,,,,,,,,,,,Suppressed (counts 1-9),,,,
Indiana,2020,7,2020-02-15,1429,1325,21,275,40,62,25,112,26,29,11,324,64,0,0,,,,,,,,,,,,,,,
Indiana,2020,8,2020-02-22,1411,1300,24,293,37,56,26,99,22,31,,306,72,0,0,,,,,,,,,,,Suppressed (counts 1-9),,,,
Indiana,2020,9,2020-02-29,1449,1325,31,272,48,60,39,107,23,37,,319,74,0,0,,,,,,,,,,,Suppressed (counts 1-9),,,,
Indiana,2020,10,2020-03-07,1372,1256,19,259,43,72,33,97,24,32,15,319,73,0,0,,,,,,,,,,,,,,,
Indiana,2020,11,2020-03-14,1407,1302,22,307,36,49,43,110,23,37,,301,65,0,0,,,,,,,,,,,Suppressed (counts 1-9),,,,
Indiana,2020,12,2020-03-21,1329,1220,14,248,44,61,28,95,32,26,12,273,72,15,14,,,,,,,,,,,,,,,
Indiana,2020,13,2020-03-28,1485,1390,24,304,52,63,40,96,22,34,,296,65,51,46,,,,,,,,,,,Suppressed (counts 1-9),,,,
Indiana,2020,14,2020-04-04,1581,1477,33,250,67,74,37,108,29,30,11,291,63,158,145,,,,,,,,,,,,,,,
Indiana,2020,15,2020-04-11,1632,1512,17,241,51,67,28,116,28,28,,324,65,235,223,,,,,,,,,,,Suppressed (counts 1-9),,,,
Indiana,2020,16,2020-04-18,1510,1419,20,257,40,49,21,73,22,26,,308,66,273,253,,,,,,,,,,,Suppressed (counts 1-9),,,,
Indiana,2020,17,2020-04-25,1594,1477,23,256,38,66,28,84,23,28,,280,68,308,284,,,,,,,,,,,Suppressed (counts 1-9),,,,
Indiana,2020,18,2020-05-02,1536,1419,12,246,34,64,20,98,20,32,,257,58,293,271,,,,,,,,,,,Suppressed (counts 1-9),,,,
Indiana,2020,19,2020-05-09,1582,1436,23,254,50,58,17,71,14,26,,286,66,263,239,,,,,,,,,,,Suppressed (counts 1-9),,,,
Indiana,2020,20,2020-05-16,1570,1434,17,262,55,54,14,91,23,28,,265,67,255,235,,,,,,,,,,,Suppressed (counts 1-9),,,,
Indiana,2020,21,2020-05-23,1474,1339,12,239,41,47,15,76,18,24,,306,57,198,176,,,,,,,,,,,Suppressed (counts 1-9),,,,
Indiana,2020,22,2020-05-30,1382,1247,20,248,37,44,10,94,20,22,,294,58,146,132,,,,,,,,,,,Suppressed (counts 1-9),,,,
Indiana,2020,23,2020-06-06,1396,1265,22,246,54,47,,83,13,28,,289,54,139,125,,,,,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,
Indiana,2020,24,2020-06-13,1392,1261,23,256,55,57,,80,17,20,,279,60,127,111,,,,,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,
Indiana,2020,25,2020-06-20,1353,1207,19,242,41,51,16,65,14,30,,261,66,111,100,,,,,,,,,,,Suppressed (counts 1-9),,,,
Indiana,2020,26,2020-06-27,1377,1236,18,274,60,42,16,65,16,18,,287,55,77,56,,,,,,,,,,,Suppressed (counts 1-9),,,,
Indiana,2020,27,2020-07-04,1343,1205,24,272,46,55,12,80,18,17,,292,61,63,53,,,,,,,,,,,Suppressed (counts 1-9),,,,
Indiana,2020,28,2020-07-11,1352,1198,21,245,45,46,11,66,17,26,,288,57,81,70,,,,,,,,,,,Suppressed (counts 1-9),,,,
Indiana,2020,29,2020-07-18,1382,1254,32,271,42,50,10,73,22,27,12,286,60,64,58,,,,,,,,,,,,,,,
Indiana,2020,30,2020-07-25,1313,1185,21,262,55,43,15,84,14,28,10,242,60,77,62,,,,,,,,,,,,,,,
Indiana,2020,31,2020-08-01,1362,1211,24,277,57,46,16,83,21,35,11,246,57,79,67,,,,,,,,,,,,,,,
Indiana,2020,32,2020-08-08,1343,1216,24,267,39,44,12,65,21,28,,281,46,77,70,,,,,,,,,,,Suppressed (counts 1-9),,,,
Indiana,2020,33,2020-08-15,1368,1265,17,247,54,40,10,93,17,37,,296,49,98,87,,,,,,,,,,,Suppressed (counts 1-9),,,,
Indiana,2020,34,2020-08-22,1357,1234,15,232,42,66,13,84,20,28,,294,45,97,89,,,,,,,,,,,Suppressed (counts 1-9),,,,
Indiana,2020,35,2020-08-29,1356,1230,26,253,39,48,11,90,17,20,,265,60,78,67,,,,,,,,,,,Suppressed (counts 1-9),,,,
Indiana,2020,36,2020-09-05,1269,1142,18,242,36,51,13,67,22,20,10,263,59,74,67,,,,,,,,,,,,,,,
Indiana,2020,37,2020-09-12,1338,1206,31,270,50,39,11,81,18,30,,265,58,90,80,,,,,,,,,,,Suppressed (counts 1-9),,,,
Indiana,2020,38,2020-09-19,1403,1281,19,268,48,53,13,83,21,31,,271,53,97,82,,,,,,,,,,,Suppressed (counts 1-9),,,,
Indiana,2020,39,2020-09-26,1437,1291,20,264,45,56,10,75,22,30,12,277,71,98,82,,,,,,,,,,,,,,,
Indiana,2020,40,2020-10-03,1409,1279,20,248,48,60,14,78,20,20,11,271,56,143,114,,,,,,,,,,,,,,,
Indiana,2020,41,2020-10-10,1439,1310,22,251,41,49,12,77,20,25,,306,76,139,124,,,,,,,,,,,Suppressed (counts 1-9),,,,
Indiana,2020,42,2020-10-17,1520,1386,18,271,36,43,13,76,,28,,303,90,199,183,,,,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
Indiana,2020,43,2020-10-24,1507,1370,25,260,34,43,23,82,28,24,15,276,63,207,189,,,,,,,,,,,,,,,
Indiana,2020,44,2020-10-31,1589,1459,28,254,47,55,23,94,16,29,10,283,59,264,247,,,,,,,,,,,,,,,
Indiana,2020,45,2020-11-07,1642,1530,24,250,54,52,11,86,24,28,13,294,66,333,287,,,,,,,,,,,,,,,
Indiana,2020,46,2020-11-14,1709,1594,22,263,50,48,25,90,26,35,,299,67,372,338,,,,,,,,,,,Suppressed (counts 1-9),,,,
Indiana,2020,47,2020-11-21,1916,1800,20,277,52,60,20,100,21,27,15,296,59,535,491,,,,,,,,,,,,,,,
Indiana,2020,48,2020-11-28,1988,1885,33,251,50,71,19,88,15,35,19,346,67,600,547,,,,,,,,,,,,,,,
Indiana,2020,49,2020-12-05,1911,1807,19,257,51,57,18,79,21,25,12,320,64,631,573,,,,,,,,,,,,,,,
Indiana,2020,50,2020-12-12,2071,1960,19,250,62,56,19,106,24,33,15,305,75,722,645,,,,,,,,,,,,,,,
Indiana,2020,51,2020-12-19,1948,1827,17,253,54,68,28,86,27,31,,301,68,645,579,,,,,,,,,,,Suppressed (counts 1-9),,,,
Indiana,2020,52,2020-12-26,1770,1666,23,253,49,56,19,82,15,20,,277,58,549,484,,,,,,,,,,,Suppressed (counts 1-9),,,,
Indiana,2020,53,2021-01-02,1727,1629,24,218,49,40,22,87,17,28,12,257,68,563,506,,,,,,,,,,,,,,,
Indiana,2021,1,2021-01-09,1799,1687,16,274,53,47,23,92,17,36,,308,62,492,444,,,,,,,,,,,Suppressed (counts 1-9),,,,
Indiana,2021,2,2021-01-16,1723,1635,17,258,50,54,15,65,19,32,13,308,84,451,408,,,,,,,,,,,,,,,
Indiana,2021,3,2021-01-23,1596,1500,18,259,63,49,21,51,19,29,20,256,67,385,335,,,,,,,,,,,,,,,
Indiana,2021,4,2021-01-30,1426,1362,21,249,46,47,23,72,20,31,11,235,43,334,291,,,,,,,,,,,,,,,
Indiana,2021,5,2021-02-06,1343,1293,15,226,45,33,10,82,16,26,22,254,65,253,212,,,,,,,,,,,,,,,
Indiana,2021,6,2021-02-13,1159,1118,12,239,37,36,,73,25,24,12,224,54,154,125,,,,,,,Suppressed (counts 1-9),,,,,,,,
Indiana,2021,7,2021-02-20,948,908,12,191,30,32,,52,10,24,11,196,43,101,82,,,,,,,Suppressed (counts 1-9),,,,,,,,
Indiana,2021,8,2021-02-27,377,359,,83,14,14,,24,,,,75,13,34,24,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Indiana,2021,9,2021-03-06,139,130,,21,,,0,12,,,,35,,17,14,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
Indiana,2021,10,2021-03-13,342,330,,52,17,14,,21,,,10,84,18,24,20,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
Indiana,2021,11,2021-03-20,543,527,,122,25,19,,26,,13,13,112,34,21,15,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,,,
Indiana,2021,12,2021-03-27,168,167,0,33,,12,,10,,,,35,,,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
Iowa,2020,1,2020-01-04,665,619,,115,19,28,12,62,18,,12,168,24,0,0,,,Suppressed (counts 1-9),,,,,,,Suppressed (counts 1-9),,,,,
Iowa,2020,2,2020-01-11,647,611,,147,24,38,17,33,13,,11,151,26,0,0,,,Suppressed (counts 1-9),,,,,,,Suppressed (counts 1-9),,,,,
Iowa,2020,3,2020-01-18,620,585,,116,27,23,17,52,17,,10,161,20,0,0,,,Suppressed (counts 1-9),,,,,,,Suppressed (counts 1-9),,,,,
Iowa,2020,4,2020-01-25,640,597,11,108,16,31,12,49,,,,174,30,0,0,,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Iowa,2020,5,2020-02-01,615,572,,118,17,28,16,50,,,,142,27,0,0,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Iowa,2020,6,2020-02-08,637,593,,120,17,31,15,40,12,10,,163,34,0,0,,,Suppressed (counts 1-9),,,,,,,,Suppressed (counts 1-9),,,,
Iowa,2020,7,2020-02-15,600,543,,125,19,25,17,26,,,11,141,31,0,0,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
Iowa,2020,8,2020-02-22,643,587,12,113,24,24,14,35,13,10,,157,25,0,0,,,,,,,,,,,Suppressed (counts 1-9),,,,
Iowa,2020,9,2020-02-29,642,599,,122,24,20,15,28,18,,,169,35,0,0,,,Suppressed (counts 1-9),,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Iowa,2020,10,2020-03-07,624,573,10,114,20,27,23,50,10,,,141,23,0,0,,,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Iowa,2020,11,2020-03-14,636,584,,136,13,27,26,40,,,,156,22,0,0,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Iowa,2020,12,2020-03-21,598,561,,104,17,21,22,35,14,10,,140,22,0,0,,,Suppressed (counts 1-9),,,,,,,,Suppressed (counts 1-9),,,,
Iowa,2020,13,2020-03-28,595,564,10,110,13,38,21,44,12,,,135,28,,,,,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9)
Iowa,2020,14,2020-04-04,608,567,15,123,19,39,18,39,,,13,123,19,17,16,,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
Iowa,2020,15,2020-04-11,597,565,12,136,16,28,,30,,10,,130,37,22,21,,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
Iowa,2020,16,2020-04-18,633,594,,144,17,39,11,15,,14,,146,26,36,36,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
Iowa,2020,17,2020-04-25,586,544,,116,23,16,11,25,,,13,112,24,52,49,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
Iowa,2020,18,2020-05-02,673,629,,110,17,26,,39,14,,12,147,27,69,66,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),,,,,
Iowa,2020,19,2020-05-09,701,660,,142,27,26,,37,,,,146,24,92,85,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Iowa,2020,20,2020-05-16,674,647,,129,18,32,,35,,,,151,26,103,98,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Iowa,2020,21,2020-05-23,619,582,,115,22,26,,23,10,,,118,34,101,93,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Iowa,2020,22,2020-05-30,632,584,,117,18,31,,26,10,11,12,131,17,91,86,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,,,,,
Iowa,2020,23,2020-06-06,600,561,,96,23,26,,23,,15,,135,27,70,67,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
Iowa,2020,24,2020-06-13,589,545,,126,16,28,,29,,,10,125,23,40,35,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
Iowa,2020,25,2020-06-20,575,516,,112,15,23,,20,10,,,133,24,32,27,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Iowa,2020,26,2020-06-27,552,522,,115,15,25,,33,,,,123,24,20,19,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Iowa,2020,27,2020-07-04,596,545,,127,16,21,,25,10,,,137,26,20,17,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Iowa,2020,28,2020-07-11,566,513,,119,19,23,,24,,,,129,26,26,20,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Iowa,2020,29,2020-07-18,600,551,,130,20,25,,22,14,,,126,32,42,39,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Iowa,2020,30,2020-07-25,650,599,,111,17,26,11,26,,15,14,151,22,47,41,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),,,,,,
Iowa,2020,31,2020-08-01,649,589,,116,18,26,,29,14,,,147,19,51,49,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Iowa,2020,32,2020-08-08,649,594,,112,22,34,,26,,,,142,32,53,49,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Iowa,2020,33,2020-08-15,669,609,,117,16,20,,22,,,10,146,34,57,48,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
Iowa,2020,34,2020-08-22,625,570,,109,22,31,,26,,10,,133,22,63,57,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
Iowa,2020,35,2020-08-29,691,628,,121,21,20,,29,,11,,152,29,77,65,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
Iowa,2020,36,2020-09-05,597,551,,97,21,26,,31,10,,,127,20,59,50,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Iowa,2020,37,2020-09-12,636,584,10,117,24,24,,34,,,11,130,32,61,53,,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
Iowa,2020,38,2020-09-19,642,586,,93,20,28,,32,,11,10,145,24,48,46,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,,,
Iowa,2020,39,2020-09-26,640,588,,126,21,29,11,26,,,,134,20,57,54,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Iowa,2020,40,2020-10-03,680,626,,120,15,33,,30,,,,149,19,83,69,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Iowa,2020,41,2020-10-10,734,680,10,126,26,20,11,36,,,,151,24,100,93,,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Iowa,2020,42,2020-10-17,686,637,,118,21,20,,33,,,10,137,22,115,106,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
Iowa,2020,43,2020-10-24,750,718,,131,31,27,,31,,11,,158,23,130,117,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
Iowa,2020,44,2020-10-31,757,720,,123,21,39,10,23,,,,162,33,136,127,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Iowa,2020,45,2020-11-07,860,817,,108,23,33,,35,13,,10,158,26,257,235,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),,,,,
Iowa,2020,46,2020-11-14,904,852,,117,16,33,16,33,13,11,,137,34,308,278,,,Suppressed (counts 1-9),,,,,,,,Suppressed (counts 1-9),,,,
Iowa,2020,47,2020-11-21,997,950,,109,15,31,10,34,,10,11,129,16,423,394,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),,,,,,
Iowa,2020,48,2020-11-28,976,930,,103,31,32,,40,,10,,120,33,402,371,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
Iowa,2020,49,2020-12-05,1000,951,,120,27,28,14,26,10,,12,150,23,411,376,,,Suppressed (counts 1-9),,,,,,,Suppressed (counts 1-9),,,,,
Iowa,2020,50,2020-12-12,949,918,,133,14,28,12,42,12,12,10,159,29,335,305,,,Suppressed (counts 1-9),,,,,,,,,,,,
Iowa,2020,51,2020-12-19,861,813,,119,17,36,12,27,,10,,141,26,294,253,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
Iowa,2020,52,2020-12-26,833,792,,113,26,33,,27,,,11,138,40,231,203,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
Iowa,2020,53,2021-01-02,736,692,,125,23,29,,28,,10,,141,26,190,165,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
Iowa,2021,1,2021-01-09,793,752,,114,16,23,,29,11,13,,185,27,211,187,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,
Iowa,2021,2,2021-01-16,746,689,,121,12,26,,33,10,,10,153,27,164,136,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),,,,,
Iowa,2021,3,2021-01-23,738,699,10,111,24,22,11,37,,,16,146,36,134,111,,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
