Last,First,Middle,Suffix,Nickname,Born,Death,Sex,Position,Party,State,District,Start,End,Religion,Race,Educational Attainment,JobType1,JobType2,JobType3,JobType4,JobType5,Mil1,Mil2,Mil3
Fazio,Victor,Herbert,,Vic,10/11/1942,,M,U.S. Representative,Democrat,CA,4,01/15/1979,01/04/1993,Episcopalian,White,Bachelor's degree,Congressional Aide,Journalism,,,,Did not serve,,
Feighan,Edward,Farrell,,,10/22/1947,,M,U.S. Representative,Democrat,OH,19,01/03/1983,01/03/1993,Roman Catholic,White,Professional degree,Law,,,,,Did not serve,,
Fiedler,Bobbi,,,,04/22/1937,,F,U.S. Representative,Republican,CA,21,01/05/1981,01/03/1987,Jewish,White,Unknown,Business or banking,Misc.,,,,Did not serve,,
Fields,Jack,Milton,Jr.,,02/03/1952,,M,U.S. Representative,Republican,TX,8,01/05/1981,01/03/1997,Baptist,White,Professional degree,Business or banking,Law,,,,Did not serve,,
Fish,Hamilton,,Jr.,,06/03/1926,07/23/1996,M,U.S. Representative,Republican,NY,21,01/03/1983,01/05/1993,Episcopalian,White,Professional degree,Law,,,,,Navy Reserve,,
Flippo,Ronnie,G.,,,08/15/1937,,M,U.S. Representative,Democrat,AL,5,01/04/1977,01/03/1991,Church of Christ,White,Master's degree,Business or banking,,,,,Did not serve,,
Florio,James,J.,,,08/29/1937,,M,U.S. Representative,Democrat,NJ,1,01/14/1975,01/03/1991,Roman Catholic,White,Professional degree,Law,,,,,Army,Reserve,
Foglietta,Thomas,M.,,,12/03/1928,11/13/2004,M,U.S. Representative,Democrat,PA,1,01/05/1981,11/11/1997,Roman Catholic,White,Professional degree,Law,,,,,Did not serve,,
Ford,Harold,E.,,,05/20/1945,,M,U.S. Representative,Democrat,TN,9,01/03/1983,01/03/1997,Baptist,African American,Master's degree,Business or banking,,,,,Did not serve,,
Ford,Wendell,Hampton,,,09/08/1924,01/22/2015,M,U.S. Senator,Democrat,KY,,12/28/1974,01/03/1999,Baptist,White,Bachelor's degree,Business or banking,,,,,National Guard,Navy,
Ford,William,David,,,08/06/1927,08/14/2004,M,U.S. Representative,Democrat,MI,15,01/04/1965,01/04/1993,United Church of Christ,White,Professional degree,Law,,,,,Air Force Reserve,,
Fowler,Wyche,,Jr.,,10/06/1940,,M,U.S. Representative,Democrat,GA,5,04/06/1977,01/03/1987,Presbyterian,White,Professional degree,Law,,,,,Army,,
Frank,Barney,,,,03/31/1940,,M,U.S. Representative,Democrat,MA,4,01/05/1981,01/03/2013,Jewish,White,Professional degree,Congressional Aide,Law,,,,Did not serve,,
Franklin,William,Webster,,,12/13/1941,,M,U.S. Representative,Republican,MS,2,01/03/1983,01/03/1987,Episcopalian,White,Professional degree,Law,,,,,Army,,
Frost,Jonas,Martin,,Martin,01/01/1942,,M,U.S. Representative,Democrat,TX,24,01/15/1979,01/03/2005,Jewish,White,Professional degree,Law,,,,,Army Reserve,,
Fuqua,Don,,,,08/20/1933,,M,U.S. Representative,Democrat,FL,2,01/10/1967,01/03/1987,Presbyterian,White,Bachelor's degree,Agriculture,,,,,Army,,
Gallo,Dean,A.,,,11/23/1935,11/06/1994,M,U.S. Representative,Republican,NJ,11,01/03/1985,01/03/1995,Methodist,White,High School graduate,Real Estate,,,,,Did not serve,,
Garcia,Robert,,,,01/09/1933,01/25/2017,M,U.S. Representative,Democrat,NY,18,01/03/1983,01/07/1990,Pentecostal,Hispanic,High School graduate,Engineering,,,,,Army,,
Garn,Edwin,Jacob,,Jake,10/12/1932,,M,U.S. Senator,Republican,UT,,12/21/1974,01/03/1993,Mormon,White,Bachelor's degree,Business or banking,,,,,Navy,,
Gejdenson,Samuel,,,,05/20/1948,,M,U.S. Representative,Democrat,CT,2,01/05/1981,01/03/2001,Jewish,White,Bachelor's degree,Agriculture,Public service/politics,,,,Did not serve,,
Gekas,George,William,,,04/14/1930,,M,U.S. Representative,Republican,PA,17,01/03/1983,01/03/2003,Greek Orthodox,White,Professional degree,Law,,,,,Army,,
Gephardt,Richard,Andrew,,Dick,01/31/1941,,M,U.S. Representative,Democrat,MO,3,01/03/1977,01/03/2005,Baptist,White,Professional degree,Law,,,,,Air National Guard,,
Gilman,Benjamin,A.,,,12/06/1922,12/17/2016,M,U.S. Representative,Republican,NY,22,01/03/1983,01/04/1993,Jewish,White,Professional degree,Law,,,,,National Guard,,
Gingrich,Newton,Leroy,,,06/17/1943,,M,U.S. Representative,Republican,GA,6,01/15/1979,01/03/1999,Baptist,White,Professional degree,Education,,,,,Did not serve,,
Glenn,John,Herschel,,,07/18/1921,12/08/2016,M,U.S. Senator,Democrat,OH,,01/14/1975,01/03/1999,Presbyterian,White,Bachelor's degree,Aeronautics,Business or banking,,,,Marine Corps,,
Glickman,Daniel,Robert,,,11/24/1944,,M,U.S. Representative,Democrat,KS,4,01/04/1977,01/03/1995,Jewish,White,Professional degree,Law,,,,,Did not serve,,
Goldwater,Barry,Morris,,,01/01/1909,05/29/1998,M,U.S. Senator,Republican,AZ,,01/03/1969,01/03/1987,Episcopalian,White,High School graduate,Business or banking,,,,,Army Air Corps,,
Gonzalez,Henry,Barbosa,,,05/03/1916,11/28/2000,M,U.S. Representative,Democrat,TX,20,01/10/1962,01/03/2001,Roman Catholic,Hispanic,Professional degree,Business or banking,Law,Misc.,,,Did not serve,,
Goodling,William,Franklin,,Bill,12/05/1927,09/17/2017,M,U.S. Representative,Republican,PA,19,01/14/1975,01/03/2001,Methodist,White,Master's degree,Education,,,,,Army,,
Gordon,Barton,Jennings,,Bart,01/24/1949,,M,U.S. Representative,Democrat,TN,6,01/03/1985,01/03/2011,Methodist,White,Professional degree,Law,,,,,Did not serve,,
Gore,Albert,Arnold,Jr.,,03/31/1948,,M,U.S. Senator,Democrat,TN,,01/03/1985,01/02/1993,Baptist,White,Bachelor's degree,Construction/building trades,Journalism,,,,Army,,
Gorton,Slade,,,,01/08/1928,,M,U.S. Senator,Republican,WA,,01/05/1981,01/03/1987,Episcopalian,White,Professional degree,Law,,,,,Air Force,Army,Reserve
Gramm,William,Philip,,Phil,07/08/1942,,M,U.S. Senator,Republican,TX,,01/03/1985,11/30/2002,Episcopalian,White,Professional degree,Acting/entertainer,Education,,,,Did not serve,,
Grassley,Charles,Ernest,,,09/17/1933,,M,U.S. Senator,Republican,IA,,01/05/1981,01/03/2023,Baptist,White,Master's degree,Agriculture,,,,,Did not serve,,
Gray,William,Herbert,III,,08/20/1941,,M,U.S. Representative,Democrat,PA,2,01/15/1979,09/11/1991,Baptist,African American,Professional degree,Clergy,,,,,Did not serve,,
Green,Sedgwick,William,,Bill,10/16/1929,10/14/2002,M,U.S. Representative,Republican,NY,15,01/03/1983,01/03/1993,Jewish,White,Professional degree,Law,,,,,Army,,
Gregg,Judd,Alan,,,02/14/1947,,M,U.S. Representative,Republican,NH,2,01/05/1981,01/03/1989,Congregationalist,White,Professional degree,Law,,,,,Did not serve,,
Grotberg,John,E.,,,03/21/1925,11/15/1986,M,U.S. Representative,Republican,IL,14,01/03/1985,01/03/1987,Methodist,White,Bachelor's degree,Misc.,,,,,Did not serve,,
Guarini,Frank,J.,,,08/20/1924,,M,U.S. Representative,Democrat,NJ,14,01/15/1979,01/03/1993,Roman Catholic,White,Professional degree,Law,,,,,Navy,,
Gunderson,Steven,Craig,,,05/10/1951,,M,U.S. Representative,Republican,WI,3,01/05/1981,01/03/1997,Lutheran,White,Bachelor's degree,Public service/politics,,,,,Did not serve,,
Hall,Ralph,Moody,,,05/03/1923,,M,U.S. Representative,Democrat,TX,4,01/05/1981,01/01/2004,Methodist,White,Professional degree,Business or banking,Law,,,,Navy,,
Hall,Sam,Blakeley,Jr.,,01/11/1924,04/10/1994,M,U.S. Representative,Democrat,TX,1,06/19/1976,05/27/1985,Church of Christ,White,Professional degree,Law,,,,,Air Force,,
Hall,Tony,P.,,,01/16/1942,,M,U.S. Representative,Democrat,OH,3,01/15/1979,09/09/2002,Presbyterian,White,Bachelor's degree,Real Estate,,,,,Did not serve,,
Hamilton,Lee,Herbert,,,04/20/1931,,M,U.S. Representative,Democrat,IN,9,01/04/1965,01/03/1999,Methodist,White,Professional degree,Law,,,,,Did not serve,,
Hammerschmidt,John,Paul,,,05/04/1922,04/01/2015,M,U.S. Representative,Republican,AR,3,01/10/1967,01/03/1993,Presbyterian,White,Master's degree,Business or banking,,,,,Reserve,,
Hansen,James,V.,,,08/14/1932,,M,U.S. Representative,Republican,UT,1,01/05/1981,01/03/2003,Mormon,White,Bachelor's degree,Business or banking,Real Estate,,,,Navy,,
Harkin,Thomas,Richard,,Tom,11/19/1939,,M,U.S. Senator,Democrat,IA,,01/03/1985,01/03/2015,Roman Catholic,White,Professional degree,Law,,,,,Reserve,,
Hart,Gary,Warren,,,11/28/1936,,M,U.S. Senator,Democrat,CO,,01/14/1975,01/03/1987,Presbyterian,White,Professional degree,Acting/entertainer,Law,,,,Navy Reserve,,
Hartnett,Thomas,Forbes,,,08/07/1941,,M,U.S. Representative,Republican,SC,1,01/05/1981,01/03/1987,Roman Catholic,White,High School graduate,Real Estate,,,,,Air Force Reserve,,
Hatch,Orrin,Grant,,,03/22/1934,,M,U.S. Senator,Republican,UT,,01/04/1977,01/03/2019,Mormon,White,Professional degree,Law,,,,,Did not serve,,
Hatcher,Charles,Floyd,,,07/01/1939,,M,U.S. Representative,Democrat,GA,2,01/05/1981,01/03/1993,Episcopalian,White,Professional degree,Law,,,,,Air Force,,
Hatfield,Mark,Odom,,,07/12/1922,08/07/2011,M,U.S. Senator,Republican,OR,,01/10/1967,01/03/1997,Baptist,White,Master's degree,Acting/entertainer,Education,,,,Navy,,
Hawkins,Augustus,Freeman,,,08/31/1907,11/10/2007,M,U.S. Representative,Democrat,CA,29,01/14/1975,01/03/1991,Methodist,African American,Bachelor's degree,Real Estate,,,,,Did not serve,,
Hayes,Charles,Arthur,,,01/17/1918,04/08/1997,M,U.S. Representative,Democrat,IL,1,08/23/1983,01/03/1993,Baptist,African American,High School graduate,Labor leader,Misc.,,,,Did not serve,,
Hecht,Jacob,,,Chic,11/30/1928,05/15/2006,M,U.S. Senator,Republican,NV,,01/03/1983,01/03/1989,Jewish,White,Bachelor's degree,Business or banking,Misc.,,,,Army,,
Heflin,Howell,Thomas,,,06/19/1921,03/29/2005,M,U.S. Senator,Democrat,AL,,01/03/1979,01/03/1997,Methodist,White,Professional degree,Law,,,,,Marine Corps,,
Heftel,Cecil,Landau,,Cec,09/30/1924,02/04/2010,M,U.S. Representative,Democrat,HI,1,01/04/1977,07/11/1986,Mormon,White,Bachelor's degree,Business or banking,,,,,Army Air Corps,,
Heinz,Henry,John,III,,10/23/1938,04/04/1991,M,U.S. Senator,Republican,PA,,01/04/1977,04/04/1991,Episcopalian,White,Master's degree,Business or banking,,,,,Air Force,,
Helms,Jesse,Alexander,,,10/18/1921,07/04/2008,M,U.S. Senator,Republican,NC,,01/03/1973,01/02/2003,Baptist,White,Unknown,Business or banking,Congressional Aide,Journalism,,,Navy,,
Hendon,William,M.,,Bill,11/09/1944,06/20/2018,M,U.S. Representative,Republican,NC,11,01/03/1985,01/03/1987,Presbyterian,White,Master's degree,Business or banking,Education,,,,Did not serve,,
Henry,Paul,B.,,,07/09/1942,07/31/1993,M,U.S. Representative,Republican,MI,5,01/03/1985,01/04/1993,Baptist,White,Doctorate degree,Education,,,,,Did not serve,,
Hertel,Dennis,Mark,,,12/07/1948,,M,U.S. Representative,Democrat,MI,14,01/05/1981,01/03/1993,Roman Catholic,White,Professional degree,Law,,,,,Did not serve,,
Hiler,John,Patrick,,,04/24/1953,,M,U.S. Representative,Republican,IN,3,01/05/1981,01/03/1991,Roman Catholic,White,Master's degree,Business or banking,,,,,Did not serve,,
Hillis,Elwood,Haynes,,,03/06/1926,,M,U.S. Representative,Republican,IN,5,01/21/1971,01/03/1987,Presbyterian,White,Professional degree,Law,,,,,Reserve,,
Hollings,Ernest,Frederick,,,01/01/1922,,M,U.S. Senator,Democrat,SC,,01/10/1967,01/03/2005,Lutheran,White,Professional degree,Law,,,,,Army,,
Holt,Marjorie,Sewell,,,09/17/1920,,F,U.S. Representative,Republican,MD,4,01/03/1973,01/03/1987,Presbyterian,White,Professional degree,Law,,,,,Did not serve,,
Hopkins,Larry,Jones,,,10/25/1933,,M,U.S. Representative,Republican,KY,6,01/15/1979,01/03/1993,Methodist,White,High School graduate,Business or banking,,,,,Marine Corps,,
Horton,Frank,Jefferson,,,12/12/1919,08/30/2004,M,U.S. Representative,Republican,NY,29,01/03/1983,01/03/1993,Presbyterian,White,Professional degree,Law,,,,,Army,,
Howard,James,John,,,07/24/1927,03/25/1988,M,U.S. Representative,Democrat,NJ,3,01/04/1965,01/03/1989,Roman Catholic,White,Master's degree,Education,,,,,Navy,,
Hoyer,Steny,Hamilton,,,06/14/1939,,M,U.S. Representative,Democrat,MD,5,05/19/1981,01/03/2019,Baptist,White,Professional degree,Law,,,,,Did not serve,,
Hubbard,Carroll,,Jr.,,07/07/1937,,M,U.S. Representative,Democrat,KY,1,01/14/1975,01/03/1993,Baptist,White,Professional degree,Law,,,,,Army National Guard-Kentucky,,
Huckaby,Thomas,Jerald,,Jerry,07/19/1941,,M,U.S. Representative,Democrat,LA,5,01/04/1977,01/03/1993,Methodist,White,Master's degree,Agriculture,Business or banking,Engineering,,,Did not serve,,
Hughes,William,John,,,10/17/1932,,M,U.S. Representative,Democrat,NJ,2,01/14/1975,01/03/1995,Episcopalian,White,Professional degree,Law,,,,,Did not serve,,
Humphrey,Gordon,J.,,,10/09/1940,,M,U.S. Senator,Republican,NH,,01/15/1979,01/03/1991,Baptist,White,Unknown,Aeronautics,,,,,Air Force,,
Hunter,Duncan,Lee,,,05/31/1948,,M,U.S. Representative,Republican,CA,45,01/03/1983,01/04/1993,Baptist,White,Professional degree,Law,,,,,Army,,
Hutto,Earl,D.,,,05/12/1926,,M,U.S. Representative,Democrat,FL,1,01/15/1979,01/03/1995,Baptist,White,Bachelor's degree,Business or banking,Education,Journalism,,,Navy,,
Hyde,Henry,John,,,04/18/1924,11/29/2007,M,U.S. Representative,Republican,IL,6,01/14/1975,01/03/2007,Roman Catholic,White,Professional degree,Law,,,,,Reserve,,
Inouye,Daniel,Ken,,,09/07/1924,12/17/2012,M,U.S. Senator,Democrat,HI,AL,01/09/1963,12/17/2012,Methodist,Asian American,Professional degree,Law,,,,,Army,,
Ireland,Andrew,Poysell,,,08/23/1930,,M,U.S. Representative,Republican,FL,10,01/03/1983,01/03/1993,Episcopalian,White,Professional degree,Business or banking,,,,,Did not serve,,
Jeffords,James,Merrill,,,05/11/1934,,M,U.S. Representative,Republican,VT,AL,01/14/1975,01/03/1989,Congregationalist,White,Professional degree,Law,,,,,Reserve,,
Jenkins,Edgar,Lanier,,,01/04/1933,01/01/2012,M,U.S. Representative,Democrat,GA,9,01/04/1977,01/03/1993,Baptist,White,Professional degree,Law,,,,,Army,Coast Guard,
Johnson,Nancy,Lee,,,01/05/1935,,F,U.S. Representative,Republican,CT,6,01/03/1983,01/03/2003,Unitarian,White,Bachelor's degree,Public service/politics,,,,,Did not serve,,
Johnston,John,Bennett,Jr.,,06/10/1932,,M,U.S. Senator,Democrat,LA,,01/03/1973,01/03/1997,Baptist,White,Professional degree,Law,,,,,Army,,
Jones,Edward,,,,04/20/1912,12/11/1999,M,U.S. Representative,Democrat,TN,8,01/03/1983,01/03/1989,Presbyterian,White,Bachelor's degree,Agriculture,,,,,Did not serve,,
Jones,James,Robert,,,05/05/1939,,M,U.S. Representative,Democrat,OK,1,01/03/1973,01/03/1987,Roman Catholic,White,Professional degree,Law,,,,,Army,,
Jones,Walter,Beaman,Sr.,,08/19/1913,09/15/1992,M,U.S. Representative,Democrat,NC,1,02/10/1966,01/03/1993,Baptist,White,Bachelor's degree,Business or banking,,,,,Did not serve,,
Kanjorski,Paul,Edmund,,,04/02/1937,,M,U.S. Representative,Democrat,PA,11,01/03/1985,01/03/2011,Roman Catholic,White,Professional degree,Law,,,,,Army,,
Kaptur,Marcia,Carolyn,,Marcy,06/17/1946,,F,U.S. Representative,Democrat,OH,9,01/03/1983,01/03/2019,Roman Catholic,White,Master's degree,Public service/politics,,,,,Did not serve,,
Kasich,John,R.,,,05/13/1952,,M,U.S. Representative,Republican,OH,12,01/03/1983,01/03/2001,Christian,White,Bachelor's degree,Congressional Aide,,,,,Did not serve,,
Kassebaum,Nancy,Landon,,,07/29/1932,,F,U.S. Senator,Republican,KS,,01/15/1979,01/03/1997,Episcopalian,White,Master's degree,Business or banking,,,,,Did not serve,,
Kasten,Robert,Walter,Jr.,,06/19/1942,,M,U.S. Senator,Republican,WI,,01/05/1981,01/03/1993,Episcopalian,White,Master's degree,Business or banking,,,,,Air Force,,
Kastenmeier,Robert,William,,,01/24/1924,03/20/2015,M,U.S. Representative,Democrat,WI,2,01/07/1959,01/03/1991,Not specified,White,Professional degree,Law,,,,,Army,,
Kemp,Jack,French,,,07/13/1935,05/02/2009,M,U.S. Representative,Republican,NY,31,01/03/1983,01/03/1989,Presbyterian,White,Bachelor's degree,Sports,,,,,Army Reserve,,
Kennedy,Edward,Moore,,Ted,02/22/1932,08/25/2009,M,U.S. Senator,Democrat,MA,,01/09/1963,08/25/2009,Roman Catholic,White,Professional degree,Law,,,,,Army,,
Kennelly,Barbara,Bailey,,,07/10/1936,,F,U.S. Representative,Democrat,CT,1,01/12/1982,01/03/1999,Roman Catholic,White,Master's degree,Public service/politics,,,,,Did not serve,,
Kerry,John,F.,,,12/22/1943,,M,U.S. Senator,Democrat,MA,,01/03/1985,02/01/2013,Roman Catholic,White,Professional degree,Law,,,,,Navy,,
Kildee,Dale,E.,,,09/16/1929,,M,U.S. Representative,Democrat,MI,7,01/04/1977,01/04/1993,Roman Catholic,White,Master's degree,Education,,,,,Did not serve,,
Kindness,Thomas,Norman,,,08/26/1929,01/08/2004,M,U.S. Representative,Republican,OH,8,01/14/1975,01/03/1987,Presbyterian,White,Professional degree,Law,,,,,Did not serve,,
Kleczka,Gerald,Daniel,,,11/26/1943,10/08/2017,M,U.S. Representative,Democrat,WI,4,04/03/1984,01/03/2005,Roman Catholic,White,High School graduate,Business or banking,,,,,Air National Guard-Wisconsin,,
Kolbe,James,Thomas,,Jim,06/28/1942,,M,U.S. Representative,Republican,AZ,5,01/03/1985,01/03/2003,Methodist,White,Master's degree,Real Estate,,,,,Navy,,
Kolter,Joseph,Paul,,,09/03/1926,,M,U.S. Representative,Democrat,PA,4,01/03/1983,01/03/1993,Roman Catholic,White,Bachelor's degree,Business or banking,,,,,Air Force,,
Kostmayer,Peter,Houston,,,09/27/1946,,M,U.S. Representative,Democrat,PA,8,01/04/1977,01/03/1993,Episcopalian,White,Bachelor's degree,Misc.,,,,,Did not serve,,
Kramer,Kenneth,Bentley,,,02/19/1942,,M,U.S. Representative,Republican,CO,5,01/15/1979,01/03/1987,Jewish,White,Professional degree,Law,,,,,Army,,
LaFalce,John,Joseph,,,10/06/1939,,M,U.S. Representative,Democrat,NY,32,01/03/1983,01/04/1993,Roman Catholic,White,Professional degree,Education,Law,,,,Army,,
Lagomarsino,Robert,John,,,09/04/1926,,M,U.S. Representative,Republican,CA,19,01/03/1975,01/03/1993,Roman Catholic,White,Professional degree,Law,,,,,Navy,,
Lantos,Thomas,Peter,,,02/01/1928,02/11/2008,M,U.S. Representative,Democrat,CA,11,01/05/1981,01/04/1993,Jewish,White,Doctorate degree,Education,,,,,Did not serve,,
Latta,Delbert,Leroy,,,03/05/1920,05/12/2016,M,U.S. Representative,Republican,OH,5,01/07/1959,01/03/1989,Church of Christ,White,Professional degree,Law,,,,,Army,Marine Corps Reserve,Reserve
Lautenberg,Frank,R.,,,01/23/1924,06/03/2013,M,U.S. Senator,Democrat,NJ,,01/03/1983,01/03/2001,Jewish,White,Bachelor's degree,Business or banking,,,,,Army,,
Laxalt,Paul,Dominque,,,08/02/1922,08/06/2018,M,U.S. Senator,Republican,NV,,12/18/1974,01/03/1987,Roman Catholic,White,Professional degree,Business or banking,Law,,,,Army,,
Leach,James,A. S.,,Jim,10/15/1942,,M,U.S. Representative,Republican,IA,1,01/04/1977,01/03/2003,Episcopalian,White,Master's degree,Business or banking,Public service/politics,,,,Did not serve,,
Leahy,Patrick,Joseph,,,03/31/1940,,M,U.S. Senator,Democrat,VT,,01/14/1975,01/03/2023,Roman Catholic,White,Professional degree,Law,,,,,Did not serve,,
Leath,James,Marvin,,,05/06/1931,12/08/2000,M,U.S. Representative,Democrat,TX,11,01/15/1979,01/03/1991,Presbyterian,White,Bachelor's degree,Business or banking,,,,,Army,,
Lehman,Richard,Henry,,,07/20/1948,,M,U.S. Representative,Democrat,CA,18,01/03/1983,01/04/1993,Lutheran,White,Bachelor's degree,Public service/politics,,,,,National Guard,,
Lehman,William,,,,10/05/1913,03/16/2005,M,U.S. Representative,Democrat,FL,17,01/03/1983,01/03/1993,Jewish,White,Bachelor's degree,Business or banking,Education,,,,Did not serve,,
Leland,George,Thomas,,Mickey,11/27/1944,08/07/1989,M,U.S. Representative,Democrat,TX,18,01/15/1979,08/07/1989,Roman Catholic,African American,Bachelor's degree,Medicine,,,,,Did not serve,,
Lent,Norman,Frederick,,,03/23/1931,06/11/2012,M,U.S. Representative,Republican,NY,4,01/03/1973,01/03/1993,Methodist,White,Professional degree,Law,,,,,Navy Reserve,,
Levin,Carl,,,,06/28/1934,,M,U.S. Senator,Democrat,MI,,01/15/1979,01/03/2015,Jewish,White,Professional degree,Law,,,,,Did not serve,,
Levin,Sander,Martin,,,09/06/1931,,M,U.S. Representative,Democrat,MI,17,01/03/1983,01/04/1993,Jewish,White,Professional degree,Law,,,,,Did not serve,,
Levine,Meldon,E.,,Mel,06/07/1943,,M,U.S. Representative,Democrat,CA,27,01/03/1983,01/03/1993,Jewish,White,Professional degree,Congressional Aide,Law,,,,Did not serve,,
Lewis,Jerry,,,,10/21/1934,,M,U.S. Representative,Republican,CA,35,01/03/1983,01/04/1993,Presbyterian,White,Bachelor's degree,Business or banking,,,,,Did not serve,,
Lewis,Thomas,F.,,,10/26/1924,08/02/2003,M,U.S. Representative,Republican,FL,12,01/03/1983,01/04/1993,Methodist,White,Unknown,Aeronautics,Real Estate,,,,Air Force,,
Lightfoot,James,Ross,,,09/27/1938,,M,U.S. Representative,Republican,IA,5,01/03/1985,01/04/1993,Roman Catholic,White,Unknown,Aeronautics,Agriculture,Business or banking,Journalism,Law Enforcement,Army,,
Lipinski,William,Oliver,,,12/22/1937,,M,U.S. Representative,Democrat,IL,5,01/03/1983,01/04/1993,Roman Catholic,White,High School graduate,Public service/politics,,,,,Army Reserve,,
Livingston,Robert,L.,Jr.,,04/30/1943,,M,U.S. Representative,Republican,LA,1,08/27/1977,02/28/1999,Episcopalian,White,Professional degree,Law,,,,,Navy,,
Lloyd,Marilyn,Laird,,Bouquard,01/03/1929,,F,U.S. Representative,Democrat,TN,3,01/14/1975,01/03/1995,Church of Christ,White,High School graduate,Misc.,,,,,Did not serve,,
Loeffler,Tom,,,,08/01/1946,,M,U.S. Representative,Republican,TX,21,01/15/1979,01/03/1987,Lutheran,White,Professional degree,Agriculture,Congressional Aide,Law,,,Did not serve,,
Long,Catherine,Small,,Mrs. Gillis,02/07/1924,,F,U.S. Representative,Democrat,LA,8,03/30/1985,01/03/1987,Baptist,White,Bachelor's degree,Congressional Aide,,,,,Did not serve,,
Long,Gillis,William,,,05/04/1923,01/20/1985,M,U.S. Representative,Democrat,LA,8,01/03/1973,01/20/1985,Baptist,White,Professional degree,Business or banking,Law,,,,Army,,
Long,Russell,Billiu,,,11/03/1918,05/09/2003,M,U.S. Senator,Democrat,LA,,12/31/1948,01/03/1987,Methodist,White,Professional degree,Law,,,,,Navy,,
Lott,Chester,Trent,,Trent,10/09/1941,,M,U.S. Representative,Republican,MS,5,01/03/1973,01/03/1989,Baptist,White,Professional degree,Law,,,,,Did not serve,,
Lowery,William,David,,,05/02/1947,,M,U.S. Representative,Republican,CA,41,01/05/1981,01/03/1993,Roman Catholic,White,High School graduate,Business or banking,,,,,Did not serve,,
Lowry,Michael,E.,,Mike,03/08/1939,,M,U.S. Representative,Democrat,WA,7,01/15/1979,01/03/1989,Baptist,White,Bachelor's degree,Public service/politics,,,,,Did not serve,,
Lugar,Richard,Green,,,04/04/1932,,M,U.S. Senator,Republican,IN,,01/04/1977,01/03/2013,Methodist,White,Master's degree,Agriculture,,,,,Navy,,
Lujan,Manuel,,Jr.,,05/12/1928,,M,U.S. Representative,Republican,NM,1,01/03/1969,01/03/1989,Roman Catholic,Hispanic,Bachelor's degree,Business or banking,,,,,Did not serve,,
Luken,Thomas,Andrew,,,07/09/1925,,M,U.S. Representative,Democrat,OH,1,01/03/1983,01/03/1991,Roman Catholic,White,Professional degree,Law,,,,,Marine Corps,,
Lundine,Stanley,N.,,,02/04/1939,,M,U.S. Representative,Democrat,NY,34,01/03/1983,01/03/1987,Protestant,White,Professional degree,Law,,,,,Did not serve,,
Lungren,Daniel,E.,,,09/22/1946,,M,U.S. Representative,Republican,CA,42,01/03/1983,01/03/1989,Roman Catholic,White,Professional degree,Law,,,,,Did not serve,,
Mack,Connie,,III,,10/29/1940,,M,U.S. Representative,Republican,FL,13,01/03/1983,01/03/1989,Roman Catholic,White,Bachelor's degree,Business or banking,,,,,Did not serve,,
MacKay,Kenneth,Hood,,Buddy,03/22/1933,,M,U.S. Representative,Democrat,FL,6,01/03/1983,01/03/1989,Presbyterian,White,Professional degree,Law,,,,,Air Force,,
Madigan,Edward,R.,,,01/13/1936,12/07/1994,M,U.S. Representative,Republican,IL,15,01/03/1983,03/08/1991,Roman Catholic,White,Associate degree,Business or banking,,,,,Did not serve,,
Manton,Thomas,Joseph,,,11/03/1932,07/22/2006,M,U.S. Representative,Democrat,NY,9,01/03/1985,01/04/1993,Roman Catholic,White,Professional degree,Law,,,,,Marine Corps,,
Markey,Edward,J.,,,07/11/1946,,M,U.S. Representative,Democrat,MA,7,01/04/1977,01/03/2013,Roman Catholic,White,Professional degree,Law,,,,,Army Reserve,,
Marlenee,Ronald,Charles,,,08/08/1935,,M,U.S. Representative,Republican,MT,2,01/04/1977,01/03/1993,Lutheran,White,Unknown,Agriculture,,,,,Did not serve,,
Martin,David,O'Brien,,,04/26/1944,,M,U.S. Representative,Republican,NY,26,01/03/1983,01/03/1993,Roman Catholic,White,Professional degree,Law,,,,,Marine Corps,,
Martin,Lynn,M.,,,12/26/1939,,F,U.S. Representative,Republican,IL,16,01/05/1981,01/03/1991,Roman Catholic,White,Bachelor's degree,Education,,,,,Did not serve,,
Mathias,Charles,McCurdy,Jr.,,07/24/1922,01/25/2010,M,U.S. Senator,Republican,MD,,01/03/1969,01/03/1987,Episcopalian,White,Professional degree,Law,,,,,Marine Corps,Navy,
Matsui,Robert,T.,,,09/17/1941,01/01/2005,M,U.S. Representative,Democrat,CA,3,01/15/1979,01/04/1993,Methodist,Asian American,Professional degree,Law,,,,,Did not serve,,
Matsunaga,Spark,Masayuki,,,10/08/1916,04/15/1990,M,U.S. Senator,Democrat,HI,,01/03/1977,04/15/1990,Episcopalian,Asian American,Professional degree,Law,,,,,Army,,
Mattingly,Mack,F.,,,01/07/1931,,M,U.S. Senator,Republican,GA,,01/05/1981,01/03/1987,Episcopalian,White,Bachelor's degree,Business or banking,,,,,Air Force,,
Mavroules,Nicholas,James,,,11/01/1929,12/25/2003,M,U.S. Representative,Democrat,MA,6,01/15/1979,01/03/1993,Greek Orthodox,White,High School graduate,Misc.,,,,,Did not serve,,
Mazzoli,Romano,Louis,,,11/02/1932,,M,U.S. Representative,Democrat,KY,3,01/21/1971,01/03/1995,Roman Catholic,White,Professional degree,Education,Law,,,,Army,,
