Last,First,Middle,Suffix,Nickname,Born,Death,Sex,Position,Party,State,District,Start,End,Religion,Race,Educational Attainment,JobType1,JobType2,JobType3,JobType4,JobType5,Mil1,Mil2,Mil3
Edwards,Donna,F.,,,06/28/1958,,F,U.S. Representative,Democrat,MD,4,06/17/2008,01/03/2017,Baptist,African American,Professional degree,Aeronautics,Law,,,,Did not serve,,
Ellison,Keith,,,,08/04/1963,,M,U.S. Representative,Democrat,MN,5,01/03/2007,01/03/2019,Muslim,African American,Professional degree,Law,,,,,Did not serve,,
Ellmers,Renee,,,,02/09/1964,,F,U.S. Representative,Republican,NC,2,01/03/2011,01/03/2017,Roman Catholic,White,Bachelor's degree,Medicine,,,,,Did not serve,,
Emerson,Jo Ann,,,,09/16/1950,,F,U.S. Representative,Republican,MO,8,01/08/1997,01/22/2013,Presbyterian,White,Bachelor's degree,Public service/politics,,,,,Did not serve,,
Engel,Eliot,L.,,,02/18/1947,,M,U.S. Representative,Democrat,NY,17,01/05/1993,01/03/2013,Jewish,White,Professional degree,Education,Public service/politics,,,,Did not serve,,
Ensign,John,Eric,,,03/25/1958,,M,U.S. Senator,Republican,NV,,01/03/2001,05/03/2011,Christian,White,Professional degree,Business or banking,Medicine,,,,Did not serve,,
Enzi,Michael,B.,,,02/01/1944,,M,U.S. Senator,Republican,WY,,01/07/1997,01/03/2021,Presbyterian,White,Master's degree,Business or banking,,,,,Air National Guard-Wyoming,,
Eshoo,Anna,G.,,,12/13/1942,,F,U.S. Representative,Democrat,CA,14,01/05/1993,01/03/2013,Roman Catholic,White,Associate degree,Public service/politics,,,,,Did not serve,,
Farenthold,R.,Blake,,,12/12/1961,,M,U.S. Representative,Republican,TX,27,01/03/2011,04/06/2018,Episcopalian,White,Professional degree,Business or banking,,,,,Did not serve,,
Farr,Sam,,,,07/04/1941,,M,U.S. Representative,Democrat,CA,17,06/08/1993,01/03/2013,Episcopalian,White,Bachelor's degree,Public service/politics,,,,,Did not serve,,
Fattah,Chaka,,,,11/21/1956,,M,U.S. Representative,Democrat,PA,2,01/04/1995,06/23/2016,Baptist,African American,Master's degree,Public service/politics,,,,,Did not serve,,
Feinstein,Dianne,,,,06/22/1933,,F,U.S. Senator,Democrat,CA,,01/05/1993,01/03/2019,Jewish,White,Bachelor's degree,Public service/politics,,,,,Did not serve,,
Filner,Bob,,,,09/04/1942,,M,U.S. Representative,Democrat,CA,51,01/03/2003,12/03/2012,Jewish,White,Doctorate degree,Education,Public service/politics,,,,Did not serve,,
Fincher,Stephen,,,,02/07/1973,,M,U.S. Representative,Republican,TN,8,01/03/2011,01/03/2017,United Methodist,White,High School graduate,Agriculture,,,,,Did not serve,,
Fitzpatrick,Michael,G.,,,06/28/1963,,M,U.S. Representative,Republican,PA,8,01/03/2011,01/03/2017,Roman Catholic,White,Professional degree,Law,,,,,Did not serve,,
Flake,Jeff,,,,12/31/1962,,M,U.S. Representative,Republican,AZ,6,01/03/2003,01/03/2013,Mormon,White,Master's degree,Public service/politics,,,,,Did not serve,,
Fleischmann,Chuck,,,,10/11/1962,,M,U.S. Representative,Republican,TN,3,01/03/2011,01/03/2019,Roman Catholic,White,Professional degree,Law,,,,,Did not serve,,
Fleming,John,,,,07/05/1951,,M,U.S. Representative,Republican,LA,4,01/06/2009,01/03/2017,Baptist,White,Professional degree,Medicine,,,,,Navy Medical Corps,,
Flores,Bill,,,,02/25/1954,,M,U.S. Representative,Republican,TX,17,01/03/2011,01/03/2019,Baptist,Hispanic,Master's degree,Business or banking,,,,,Did not serve,,
Forbes,J.,Randy,,Randy,02/17/1952,,M,U.S. Representative,Republican,VA,4,06/19/2001,01/03/2017,Baptist,White,Professional degree,Law,,,,,Did not serve,,
Fortenberry,Jeffrey,Lane,,,12/27/1960,,M,U.S. Representative,Republican,NE,1,01/03/2005,01/03/2019,Roman Catholic,White,Master's degree,Business or banking,Congressional Aide,,,,Did not serve,,
Foxx,Virginia,,,,06/29/1943,,F,U.S. Representative,Republican,NC,5,01/03/2005,01/03/2019,Roman Catholic,White,Doctorate degree,Business or banking,Education,,,,Did not serve,,
Frank,Barney,,,,03/31/1940,,M,U.S. Representative,Democrat,MA,4,01/05/1981,01/03/2013,Jewish,White,Professional degree,Congressional Aide,Law,,,,Did not serve,,
Franken,Al,,,,05/21/1951,,M,U.S. Senator,Democrat,MN,,07/07/2009,01/02/2018,Jewish,White,Bachelor's degree,Acting/entertainer,,,,,Did not serve,,
Franks,Trent,,,,06/19/1957,,M,U.S. Representative,Republican,AZ,2,01/03/2003,01/03/2013,Baptist,Hispanic,High School graduate,Public service/politics,,,,,Did not serve,,
Frelinghuysen,Rodney,P.,,,04/29/1946,,M,U.S. Representative,Republican,NJ,11,01/04/1995,01/03/2019,Episcopalian,White,Bachelor's degree,Public service/politics,,,,,Army,,
Fudge,Marcia,L.,,,10/29/1952,,F,U.S. Representative,Democrat,OH,11,11/18/2008,01/03/2019,Baptist,African American,Professional degree,Public service/politics,,,,,Did not serve,,
Gallegly,Elton,,,,03/07/1944,,M,U.S. Representative,Republican,CA,24,01/03/2003,01/03/2013,Protestant,White,High School graduate,Real Estate,,,,,Did not serve,,
Garamendi,John,,,,01/24/1945,,M,U.S. Representative,Democrat,CA,10,11/05/2009,01/03/2013,Not specified,Hispanic,Master's degree,Public service/politics,,,,,Did not serve,,
Gardner,Cory,,,,08/22/1974,,M,U.S. Representative,Republican,CO,4,01/03/2011,01/02/2015,Lutheran,White,Professional degree,Business or banking,,,,,Did not serve,,
Garrett,E.,Scott,,Scott,07/09/1959,,M,U.S. Representative,Republican,NJ,5,01/03/2003,01/03/2017,Protestant,White,Professional degree,Law,,,,,Did not serve,,
Gerlach,James,William,,Jim,02/25/1955,,M,U.S. Representative,Republican,PA,6,01/03/2003,01/03/2015,Not specified,White,Professional degree,Law,,,,,Did not serve,,
Gibbs,Bobby,,,,06/14/1954,,M,U.S. Representative,Republican,OH,18,01/03/2011,01/02/2013,Methodist,White,Associate degree,Agriculture,,,,,Did not serve,,
Gibson,Chris,,,,05/13/1964,,M,U.S. Representative,Republican,NY,20,01/03/2011,01/02/2013,Roman Catholic,White,Doctorate degree,Education,,,,,U.S. Army National Guard; U.S. Army,,
Giffords,Gabrielle,,,,06/08/1970,,F,U.S. Representative,Democrat,AZ,8,01/03/2007,01/25/2012,Jewish,White,Master's degree,Business or banking,,,,,Did not serve,,
Gillibrand,Kirsten,,,,12/09/1966,,F,U.S. Senator,Democrat,NY,,01/27/2009,01/03/2019,Roman Catholic,White,Professional degree,Law,,,,,Did not serve,,
Gingrey,John,Philip,,Phil,07/10/1942,,M,U.S. Representative,Republican,GA,11,01/03/2003,01/03/2015,Roman Catholic,White,Professional degree,Medicine,,,,,Did not serve,,
Gohmert,Louie,B.,Jr.,,08/18/1953,,M,U.S. Representative,Republican,TX,1,01/03/2005,01/03/2019,Baptist,White,Professional degree,Law,,,,,Army,,
Gonzalez,Charles,A,,Charlie,05/05/1945,,M,U.S. Representative,Democrat,TX,20,01/03/1999,01/03/2013,Roman Catholic,Hispanic,Professional degree,Law,,,,,Did not serve,,
Goodlatte,Robert,W.,,Bob,09/22/1952,,M,U.S. Representative,Republican,VA,6,01/05/1993,01/03/2019,Christian Scientist,White,Professional degree,Congressional Aide,Law,,,,Did not serve,,
Gosar,Paul,,,,11/27/1958,,M,U.S. Representative,Republican,AZ,1,01/03/2011,01/02/2013,Roman Catholic,White,Professional degree,Medicine,,,,,Did not serve,,
Gowdy,Trey,,,,08/22/1964,,M,U.S. Representative,Republican,SC,4,01/03/2011,01/03/2019,Baptist,White,Professional degree,Law,,,,,Did not serve,,
Graham,Lindsey,O.,,,07/09/1955,,M,U.S. Senator,Republican,SC,,01/03/2003,01/03/2021,Southern Baptist,White,Professional degree,Law,,,,,Air Force,Air Force Reserve,SC Air National Guard
Granger,Kay,,,,01/18/1943,,F,U.S. Representative,Republican,TX,12,01/07/1997,01/03/2019,Methodist,White,Bachelor's degree,Business or banking,Public service/politics,,,,Did not serve,,
Grassley,Charles,Ernest,,,09/17/1933,,M,U.S. Senator,Republican,IA,,01/05/1981,01/03/2023,Baptist,White,Master's degree,Agriculture,,,,,Did not serve,,
Graves,Sam,,,,11/07/1963,,M,U.S. Representative,Republican,MO,6,01/03/2001,01/03/2019,Baptist,White,Bachelor's degree,Agriculture,,,,,Did not serve,,
Graves,Tom,,,,02/03/1970,,M,U.S. Representative,Republican,GA,9,06/08/2010,01/03/2013,Baptist,White,Bachelor's degree,Business or banking,,,,,Did not serve,,
Green,Al,,,,09/01/1947,,M,U.S. Representative,Democrat,TX,9,01/03/2005,01/03/2019,Christian,African American,Professional degree,Law,,,,,Did not serve,,
Green,Gene,,,,10/17/1947,,M,U.S. Representative,Democrat,TX,29,01/05/1993,01/03/2019,Methodist,White,Bachelor's degree,Law,,,,,Did not serve,,
Griffin,Tim,,,,08/21/1968,,M,U.S. Representative,Republican,AR,2,01/03/2011,01/02/2015,Baptist,White,Professional degree,Law,,,,,U.S. Army and U.S. Army Reserve,,
Griffith,H.,Morgan,,,03/15/1958,,M,U.S. Representative,Republican,VA,9,01/03/2011,01/03/2019,Protestant,White,Professional degree,Law,,,,,Did not serve,,
Grijalva,Raúl,Manuel,,,02/19/1948,,M,U.S. Representative,Democrat,AZ,7,01/03/2003,01/03/2013,Roman Catholic,Hispanic,Bachelor's degree,Education,,,,,Did not serve,,
Grimm,Michael,,,,02/07/1970,,M,U.S. Representative,Republican,NY,13,01/03/2011,01/02/2013,Baptist,White,Professional degree,Business or banking,,,,,U.S. Marine Corps; U.S. Marine Corps Reserve servi,,
Guinta,Frank,,,,09/26/1970,,M,U.S. Representative,Republican,NH,1,01/03/2011,01/02/2013,Roman Catholic,White,Master's degree,Business or banking,,,,,Did not serve,,
Guthrie,Brett,,,,02/18/1964,,M,U.S. Representative,Republican,KY,2,01/06/2009,01/03/2019,Church of Christ,White,Master's degree,Business or banking,,,,,Army,Army Reserve,
Gutierrez,Luis,V.,,,12/10/1953,,M,U.S. Representative,Democrat,IL,4,01/05/1993,01/03/2019,Roman Catholic,Hispanic,Bachelor's degree,Education,Public service/politics,,,,Did not serve,,
Hagan,Kay,,,,05/26/1953,,F,U.S. Senator,Democrat,NC,,01/06/2009,01/03/2015,Presbyterian,White,Professional degree,Business or banking,,,,,Did not serve,,
Hahn,Janice,,,,05/30/1952,,F,U.S. Representative,Democrat,CA,36,07/12/2011,01/02/2013,Church of Christ,White,Bachelor's degree,Business or banking,,,,,Did not serve,,
Hall,Ralph,Moody,,,05/03/1923,,M,U.S. Representative,Republican,TX,4,01/02/2004,01/03/2015,Methodist,White,Professional degree,Business or banking,Law,,,,Navy,,
Hanabusa,Colleen,,,,05/04/1951,,F,U.S. Representative,Democrat,HI,1,01/03/2011,01/02/2015,Buddhist,Asian American,Professional degree,Law,,,,,Did not serve,,
Hanna,Richard,,,,01/25/1951,,M,U.S. Representative,Republican,NY,24,01/03/2011,01/02/2013,Roman Catholic,White,Bachelor's degree,Construction/building trades,,,,,Did not serve,,
Harkin,Thomas,Richard,,Tom,11/19/1939,,M,U.S. Senator,Democrat,IA,,01/03/1985,01/03/2015,Roman Catholic,White,Professional degree,Law,,,,,Reserve,,
Harman,Jane,F.,,,06/28/1945,,F,U.S. Representative,Democrat,CA,36,01/03/2001,02/28/2011,Jewish,White,Professional degree,Congressional Aide,Law,Public service/politics,,,Did not serve,,
Harper,Gregg,,,,06/01/1956,,M,U.S. Representative,Republican,MS,3,01/06/2009,01/03/2019,Baptist,White,Professional degree,Law,,,,,Did not serve,,
Harris,Andy,,,,01/25/1957,,M,U.S. Representative,Republican,MD,1,01/03/2011,01/03/2019,Roman Catholic,White,Professional degree,Medicine,,,,,U.S. Naval Reserve Medical Corps; Active service d,,
Hartzler,Vicky,,,,10/13/1960,,F,U.S. Representative,Republican,MO,4,01/03/2011,01/03/2019,Evangelical,White,Master's degree,Education,,,,,Did not serve,,
Hastings,Alcee,L.,,,09/05/1936,,M,U.S. Representative,Democrat,FL,23,01/05/1993,01/03/2013,African Methodist Episcopalian,African American,Professional degree,Law,,,,,Did not serve,,
Hastings,Richard,,,Doc,02/07/1941,,M,U.S. Representative,Republican,WA,4,01/04/1995,01/03/2015,Roman Catholic,White,Unknown,Business or banking,,,,,Army Reserve,,
Hatch,Orrin,Grant,,,03/22/1934,,M,U.S. Senator,Republican,UT,,01/04/1977,01/03/2019,Mormon,White,Professional degree,Law,,,,,Did not serve,,
Hayworth,Nan,,,,12/14/1959,,F,U.S. Representative,Republican,NY,19,01/03/2011,01/02/2013,Lutheran,White,Professional degree,Medicine,,,,,Did not serve,,
Heck,Joe,,,,10/30/1961,,M,U.S. Representative,Republican,NV,3,01/03/2011,01/03/2017,Roman Catholic,White,Professional degree,Medicine,,,,,United States Army Reserve,,
Heinrich,Martin,,,,10/17/1971,,M,U.S. Representative,Democrat,NM,1,01/06/2009,01/03/2013,Lutheran,White,Bachelor's degree,Public service/politics,,,,,Did not serve,,
Heller,Dean,,,,05/10/1960,,M,U.S. Representative,Republican,NV,2,01/03/2007,05/09/2011,Mormon,White,Bachelor's degree,Business or banking,,,,,Did not serve,,
Heller,Dean,,,,05/10/1960,,M,U.S. Senator,Republican,NV,,05/09/2011,01/03/2019,Mormon,White,Bachelor's degree,Business or banking,,,,,Did not serve,,
Hensarling,Jeb,,,,05/29/1957,,M,U.S. Representative,Republican,TX,5,01/03/2003,01/03/2019,Episcopalian,White,Professional degree,Business or banking,,,,,Did not serve,,
Herger,Walter,William,,Wally,05/20/1945,,M,U.S. Representative,Republican,CA,2,01/06/1987,01/03/2013,Mormon,White,Associate degree,Agriculture,Business or banking,,,,Did not serve,,
Herrera Beutler,Jaime,,,,11/03/1978,,F,U.S. Representative,Republican,WA,3,01/03/2011,01/03/2019,Christian,Hispanic,Bachelor's degree,Public service/politics,,,,,Did not serve,,
Higgins,Brian,M.,,,10/06/1959,,M,U.S. Representative,Democrat,NY,27,01/03/2005,01/03/2013,Roman Catholic,White,Master's degree,Public service/politics,,,,,Did not serve,,
Himes,James,A,,Jim,07/05/1966,,M,U.S. Representative,Democrat,CT,4,01/06/2009,01/03/2019,Presbyterian,White,Master's degree,Business or banking,,,,,Did not serve,,
Hinchey,Maurice,D.,,,10/27/1938,11/22/2017,M,U.S. Representative,Democrat,NY,22,01/03/2003,01/03/2013,Roman Catholic,White,Master's degree,Public service/politics,,,,,Navy,,
Hinojosa,Ruben,,,,08/20/1940,,M,U.S. Representative,Democrat,TX,15,01/07/1997,01/03/2017,Roman Catholic,Hispanic,Master's degree,Business or banking,,,,,Did not serve,,
Hirono,Mazie,K.,,,11/03/1947,,F,U.S. Representative,Democrat,HI,2,01/03/2007,01/03/2013,Buddhist,Asian American,Professional degree,Law,,,,,Did not serve,,
Hochul,Kathy,,,,08/27/1958,,F,U.S. Representative,Democrat,NY,26,05/24/2011,01/02/2013,Roman Catholic,White,Professional degree,Law,,,,,Did not serve,,
Hoeven,John,,,,03/13/1957,,M,U.S. Senator,Republican,ND,,01/03/2011,01/03/2023,Roman Catholic,White,Professional degree,Business or banking,,,,,Did not serve,,
Holden,Tim,,,,03/05/1957,,M,U.S. Representative,Democrat,PA,17,01/03/2003,01/03/2013,Roman Catholic,White,Bachelor's degree,Law Enforcement,,,,,Did not serve,,
Holt,Rush,D.,,,10/15/1948,,M,U.S. Representative,Democrat,NJ,12,01/03/1999,01/03/2015,Society of Friends,White,Doctorate degree,Education,Engineering,Medicine,,,Did not serve,,
Honda,Mike,,,,06/27/1941,,M,U.S. Representative,Democrat,CA,15,01/03/2001,01/03/2013,Protestant,Asian American,Master's degree,Education,,,,,Did not serve,,
Hoyer,Steny,Hamilton,,,06/14/1939,,M,U.S. Representative,Democrat,MD,5,05/19/1981,01/03/2019,Baptist,White,Professional degree,Law,,,,,Did not serve,,
Huelskamp,Tim,,,,11/11/1968,,M,U.S. Representative,Republican,KS,1,01/03/2011,01/03/2017,Roman Catholic,White,Doctorate degree,Public service/politics,,,,,Did not serve,,
Huizenga,Bill,,,,01/31/1969,,M,U.S. Representative,Republican,MI,2,01/03/2011,01/03/2019,Christian Reformed,White,Bachelor's degree,Real Estate,,,,,Did not serve,,
Hultgren,Randy,,,,03/01/1966,,M,U.S. Representative,Republican,IL,14,01/03/2011,01/03/2019,Protestant,White,Doctorate degree,Business or banking,,,,,Did not serve,,
Hunter,Duncan,Duane,,,12/07/1976,,M,U.S. Representative,Republican,CA,52,01/06/2009,01/03/2013,Protestant,White,Bachelor's degree,Real Estate,,,,,Marine Corps,Marine Corps Reserve,
Hurt,Robert,,,,06/16/1969,,M,U.S. Representative,Republican,VA,5,01/03/2011,01/03/2017,Presbyterian,White,Professional degree,Law,,,,,Did not serve,,
Hutchison,Kathryn,Ann Bailey,,Kay,07/22/1943,,F,U.S. Senator,Republican,TX,,06/14/1993,01/03/2013,Episcopalian,White,Bachelor's degree,Business or banking,Journalism,,,,Did not serve,,
Inhofe,James,Mountain,,,11/17/1934,,M,U.S. Senator,Republican,OK,,11/17/1994,01/03/2021,Presbyterian,White,Bachelor's degree,Business or banking,Public service/politics,Real Estate,,,Army,,
Inouye,Daniel,Ken,,,09/07/1924,12/17/2012,M,U.S. Senator,Democrat,HI,AL,01/09/1963,12/17/2012,Methodist,Asian American,Professional degree,Law,,,,,Army,,
Inslee,Jay,,,,02/09/1951,,M,U.S. Representative,Democrat,WA,1,01/03/1999,03/20/2012,Protestant,White,Professional degree,Law,,,,,Did not serve,,
Isakson,Johnny,,,,12/24/1944,,M,U.S. Senator,Republican,GA,,01/03/2005,01/03/2023,Methodist,White,Bachelor's degree,Real Estate,,,,,Did not serve,,
Israel,Steven,,,,06/30/1958,,M,U.S. Representative,Democrat,NY,2,01/03/2001,01/03/2013,Jewish,White,Bachelor's degree,Business or banking,,,,,Did not serve,,
Issa,Darrell,,,,11/01/1953,,M,U.S. Representative,Republican,CA,49,01/03/2003,01/03/2019,Greek Orthodox,White,Bachelor's degree,Business or banking,,,,,Did not serve,,
Jackson,Jesse,L.,Jr.,,03/11/1965,,M,U.S. Representative,Democrat,IL,2,12/12/1995,11/21/2012,Baptist,African American,Professional degree,Law,,,,,Did not serve,,
Jackson-Lee,Sheila,,,,01/12/1950,,F,U.S. Representative,Democrat,TX,18,01/04/1995,01/03/2019,Seventh-Day Adventist,African American,Professional degree,Congressional Aide,Law,Public service/politics,,,Did not serve,,
Jenkins,Lynn,,,,06/10/1963,,F,U.S. Representative,Republican,KS,2,01/06/2009,01/03/2019,United Methodist,White,Bachelor's degree,Business or banking,,,,,Did not serve,,
Johanns,Mike,,,,06/18/1950,,M,U.S. Senator,Republican,NE,,01/06/2009,01/03/2015,Roman Catholic,White,Professional degree,Law,,,,,Did not serve,,
Johnson,Bill,,,,11/10/1954,,M,U.S. Representative,Republican,OH,6,01/03/2011,01/03/2019,Protestant,White,Master's degree,Business or banking,,,,,U.S. Air Force,,
Johnson,Eddie,Bernice,,,12/03/1935,,F,U.S. Representative,Democrat,TX,30,01/05/1993,01/03/2019,Baptist,African American,Master's degree,Business or banking,Misc.,,,,Did not serve,,
Johnson,Henry,,Jr.,Hank,10/02/1954,,M,U.S. Representative,Democrat,GA,4,01/03/2007,01/03/2019,Buddhist,African American,Professional degree,Law,,,,,Did not serve,,
Johnson,Ron,,,,04/08/1955,,M,U.S. Senator,Republican,WI,,01/03/2011,01/03/2023,Lutheran,White,Bachelor's degree,Business or banking,,,,,Did not serve,,
Johnson,Sam,,,,10/11/1930,,M,U.S. Representative,Republican,TX,3,05/22/1991,01/03/2019,Methodist,White,Bachelor's degree,Construction/building trades,Military,,,,Air Force,,
Johnson,Tim,P.,,Tim,12/28/1946,,M,U.S. Senator,Democrat,SD,,01/07/1997,01/03/2015,Lutheran,White,Professional degree,Law,,,,,Army,,
Johnson,Timothy,V.,,,07/23/1946,,M,U.S. Representative,Republican,IL,15,01/03/2001,01/03/2013,Assembly of God,White,Professional degree,Law,,,,,Did not serve,,
Jones,Walter,Beaman,Jr.,,02/10/1943,,M,U.S. Representative,Republican,NC,3,01/04/1995,01/03/2019,Roman Catholic,White,Bachelor's degree,Business or banking,,,,,National Guard-North Carolina,,
Jordan,Jim,,,,02/17/1964,,M,U.S. Representative,Republican,OH,4,01/03/2007,01/03/2019,Christian,White,Professional degree,Sports,,,,,Did not serve,,
Kaptur,Marcia,Carolyn,,Marcy,06/17/1946,,F,U.S. Representative,Democrat,OH,9,01/03/1983,01/03/2019,Roman Catholic,White,Master's degree,Public service/politics,,,,,Did not serve,,
Keating,William,R.,,Bill,09/06/1952,,M,U.S. Representative,Democrat,MA,10,01/03/2011,01/02/2013,Roman Catholic,White,Professional degree,Law,,,,,Did not serve,,
Kelly,Mike,,,,05/10/1948,,M,U.S. Representative,Republican,PA,3,01/03/2011,01/03/2019,Roman Catholic,White,Bachelor's degree,Business or banking,,,,,Did not serve,,
Kerry,John,F.,,,12/22/1943,,M,U.S. Senator,Democrat,MA,,01/03/1985,02/01/2013,Roman Catholic,White,Professional degree,Law,,,,,Navy,,
Kildee,Dale,E.,,,09/16/1929,,M,U.S. Representative,Democrat,MI,5,01/03/2003,01/03/2013,Roman Catholic,White,Master's degree,Education,,,,,Did not serve,,
Kind,Ron,,,,03/16/1963,,M,U.S. Representative,Democrat,WI,3,01/07/1997,01/03/2019,Lutheran,White,Professional degree,Law,,,,,Did not serve,,
King,Peter,Thomas,,,04/05/1944,,M,U.S. Representative,Republican,NY,3,01/05/1993,01/02/2012,Roman Catholic,White,Professional degree,Law,,,,,National Guard,,
King,Steve,,,,05/28/1949,,M,U.S. Representative,Republican,IA,5,01/03/2003,01/03/2013,Roman Catholic,White,High School graduate,Business or banking,,,,,Did not serve,,
Kingston,Jack,,,,04/24/1955,,M,U.S. Representative,Republican,GA,1,01/05/1993,01/03/2015,Episcopalian,White,Bachelor's degree,Business or banking,,,,,Did not serve,,
Kinzinger,Adam,,,,02/27/1978,,M,U.S. Representative,Republican,IL,11,01/03/2011,01/02/2013,Protestant,White,Bachelor's degree,Military,,,,,U.S. Air Force,,
Kirk,Mark,Steven,,,09/15/1959,,M,U.S. Senator,Republican,IL,,11/29/2010,01/03/2017,Congregationalist,White,Professional degree,Law,,,,,Did not serve,,
Kissell,Larry,,,,01/31/1951,,M,U.S. Representative,Democrat,NC,8,01/06/2009,01/03/2013,Baptist,White,Bachelor's degree,Education,,,,,Did not serve,,
Kline,John,,,,09/06/1947,,M,U.S. Representative,Republican,MN,2,01/03/2003,01/03/2017,Methodist,White,Master's degree,Military,,,,,Marine Corps,,
Klobuchar,Amy,,,,05/25/1960,,F,U.S. Senator,Democrat,MN,,01/03/2007,01/03/2019,Congregationalist,White,Professional degree,Law,,,,,Did not serve,,
Kohl,Herbert,H.,,Herb,02/07/1935,,M,U.S. Senator,Democrat,WI,,01/03/1989,01/03/2013,Jewish,White,Master's degree,Business or banking,,,,,Army Reserve,,
Kucinich,Dennis,J.,,,10/08/1946,,M,U.S. Representative,Democrat,OH,10,01/07/1997,01/03/2013,Roman Catholic,White,Master's degree,Business or banking,Public service/politics,,,,Did not serve,,
Kyl,Jon,Llewellyn,,,04/25/1942,,M,U.S. Senator,Republican,AZ,,01/04/1995,01/03/2013,Presbyterian,White,Professional degree,Law,,,,,Did not serve,,
Labrador,Raul,R.,,,12/08/1967,,M,U.S. Representative,Republican,ID,1,01/03/2011,01/03/2019,Mormon,Hispanic,Professional degree,Law,,,,,Did not serve,,
Lamborn,Doug,,,,05/24/1954,,M,U.S. Representative,Republican,CO,5,01/03/2007,01/03/2019,Christian,White,Professional degree,Law,,,,,Did not serve,,
Lance,Leonard,,,,06/25/1952,,M,U.S. Representative,Republican,NJ,7,01/06/2009,01/03/2019,Roman Catholic,White,Master's degree,Law,,,,,Did not serve,,
Landrieu,Mary,,,,11/23/1955,,F,U.S. Senator,Democrat,LA,,01/07/1997,01/03/2015,Roman Catholic,White,Bachelor's degree,Public service/politics,Real Estate,,,,Did not serve,,
Landry,Jeff,,,,12/23/1970,,M,U.S. Representative,Republican,LA,3,01/03/2011,01/02/2013,Roman Catholic,White,Professional degree,Law,,,,,United States Army; Louisiana National Guard,,
Langevin,James,,,Jim,04/22/1964,,M,U.S. Representative,Democrat,RI,2,01/03/2001,01/03/2019,Roman Catholic,White,Master's degree,Public service/politics,,,,,Did not serve,,
Lankford,James,,,,03/04/1968,,M,U.S. Representative,Republican,OK,5,01/03/2011,01/02/2015,Baptist,White,Master's degree,Clergy,,,,,Did not serve,,
Larsen,Rick,,,,06/15/1965,,M,U.S. Representative,Democrat,WA,2,01/03/2001,01/03/2019,Methodist,White,Master's degree,Business or banking,,,,,Did not serve,,
Larson,John,B.,,,07/22/1948,,M,U.S. Representative,Democrat,CT,1,01/03/1999,01/03/2019,Roman Catholic,White,Bachelor's degree,Business or banking,,,,,Did not serve,,
Latham,Tom,,,,07/14/1948,,M,U.S. Representative,Republican,IA,4,01/03/2003,01/03/2013,Lutheran,White,Unknown,Agriculture,Business or banking,,,,Did not serve,,
LaTourette,Steven,C.,,,07/22/1954,08/03/2016,M,U.S. Representative,Republican,OH,14,01/03/2003,01/03/2013,Methodist,White,Professional degree,Law,,,,,Did not serve,,
Latta,Robert,E.,,Bob,04/18/1956,,M,U.S. Representative,Republican,OH,5,12/13/2007,01/03/2019,Roman Catholic,White,Professional degree,Law,,,,,Did not serve,,
Lautenberg,Frank,R.,,,01/23/1924,06/03/2013,M,U.S. Senator,Democrat,NJ,,01/03/2003,06/03/2013,Jewish,White,Bachelor's degree,Business or banking,,,,,Army,,
Leahy,Patrick,Joseph,,,03/31/1940,,M,U.S. Senator,Democrat,VT,,01/14/1975,01/03/2023,Roman Catholic,White,Professional degree,Law,,,,,Did not serve,,
Lee,Barbara,,,,07/16/1946,,F,U.S. Representative,Democrat,CA,9,04/07/1998,01/03/2013,Baptist,African American,Master's degree,Congressional Aide,Public service/politics,,,,Did not serve,,
Lee,Christopher,J.,,Chris,04/01/1964,,M,U.S. Representative,Republican,NY,26,01/06/2009,02/09/2011,Protestant,White,Master's degree,Computers/technology,,,,,Did not serve,,
Lee,Mike,,,,06/04/1971,,M,U.S. Senator,Republican,UT,,01/03/2011,01/03/2023,Mormon,White,Professional degree,Law,,,,,Did not serve,,
Levin,Carl,,,,06/28/1934,,M,U.S. Senator,Democrat,MI,,01/15/1979,01/03/2015,Jewish,White,Professional degree,Law,,,,,Did not serve,,
Levin,Sander,Martin,,,09/06/1931,,M,U.S. Representative,Democrat,MI,12,01/05/1993,01/03/2013,Jewish,White,Professional degree,Law,,,,,Did not serve,,
Lewis,Jerry,,,,10/21/1934,,M,U.S. Representative,Republican,CA,41,01/03/2003,01/03/2013,Presbyterian,White,Bachelor's degree,Business or banking,,,,,Did not serve,,
Lewis,John,,,,02/21/1940,,M,U.S. Representative,Democrat,GA,5,01/06/1987,01/03/2019,Baptist,African American,Bachelor's degree,Public service/politics,,,,,Did not serve,,
Lieberman,Joseph,I.,,,02/24/1942,,M,U.S. Senator,Independent,CT,,01/05/2007,01/03/2013,Jewish,White,Professional degree,Law,,,,,Did not serve,,
Lipinski,Daniel,William,,,07/15/1966,,M,U.S. Representative,Democrat,IL,3,01/03/2005,01/03/2019,Roman Catholic,White,Doctorate degree,Congressional Aide,Education,,,,Did not serve,,
LoBiondo,Frank,A.,,,05/12/1946,,M,U.S. Representative,Republican,NJ,2,01/04/1995,01/03/2019,Roman Catholic,White,Bachelor's degree,Business or banking,,,,,Did not serve,,
Loebsack,David,,,Dave,12/23/1952,,M,U.S. Representative,Democrat,IA,2,01/03/2007,01/03/2019,Methodist,White,Doctorate degree,Education,,,,,Did not serve,,
